"score","text","class"
0,"fadli zon tanya sebar manifes terbang prabowo subianto ke dubai via ","Neutral"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
0,"rt loser man ini indonesia prabowo subianto fled his problems from his country tapi dubai prabowo left for dubai using a p","Neutral"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
-1,"pesawat jet pribadi prabowo subianto nomor registrasi hnyc yang selasa pagi bawa terbang dari ","Negative"
-4,"rt antek asing prabowo subianto terbang ke wina austria sama rombong orang asing nyata","Negative"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
-2,"fadli zon anggap aneh sebar manifes terbang prabowo subianto lewat ","Negative"
-4,"rt antek asing prabowo subianto terbang ke wina austria sama rombong orang asing nyata","Negative"
0,"jangan mikir negatifkatanya bos wowo ke dubai bukan kabur atau apa tetapi ada urus sehat dan bisni ","Neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
4," dahnilanzar nama dahnil anzar simanjuntak kini gema ke seluruh juru indonesia muda muhammadiyah ini sama ","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
3,"rt indonesian presidential election map by regency and city county peta menang pilpres dasar kabupaten kak","Positive"
0,"identitas warga negara rusia amerika serikat dan jerman yang teman prabowo subianto ke dubai ","Neutral"
-4," antek asing prabowo subianto terbang ke wina austria sama rombong orang asing ","Negative"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","Positive"
1,"rt prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sama seperti","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
-6,"teriak anti asing tapi nasihat bisnis macam begini prabowo subianto terbang ke wina ","Negative"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
0,"prabowo subianto tolak ke wina austria sebut untuk urus bisnis prabowo masih damping rombong yang sa ","Neutral"
-4,"prabowo subianto terbang ke wina austria sama rombong orang asing nyata bebera ","Negative"
3," indonesian presidential election map by regency and city county peta menang pilpres dasar kak ","Positive"
9,"tak ada yang berani sangkal rasa cinta tanah air orang prabowo subianto pada negara satu republik indonesi ","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
0,"banyak banget ya duit prabowo subianto terbang ke wina austria sama rombonga ","Neutral"
3,"kenapa prabowo subianto alas dia cocok jadi presiden ","Positive"
0," prabowo subianto","Neutral"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
-3,"prabowo subianto tolak ke dubai manifes terbang sebar hingga bpn radang lewat ","Negative"
4,"sudah konstruksi otentik dari prabowo subianto djojohadikusumo lihat dulu kecek enggak anti parak waktu i ","Positive"
0,"simpul sosok murni dari prabowo subianto djojohadikusumo lihat dulu peri enggak anti asing masa ini ","Neutral"
0,"simpul sosok khalis dari prabowo subianto djojohadikusumo lihat dulu cakap tiada anti pencil waktu ","Neutral"
0,"putus maujud anak dari prabowo subianto djojohadikusumo lihat dulu suara kagak anti datang masa ini ","Neutral"
0,"simpul struktur sah dari prabowo subianto djojohadikusumo lihat dulu sabda tak anti kagok masa ini di ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
2,"tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austr ","Positive"
-2,"akan sangat sulit bagi prabowo subianto untuk terima kalah karena bagai titik episentrum yang satu ba ","Negative"
0,"tidak ada pilih yang lebih martabat bagi pasang prabowo subianto sandiaga uno selain terima apa hasil kak ","Neutral"
1,"pantau terus feeling kaya mau beres tum gerindra prabowo subianto tak lama ada ","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
8,"selamat sukses atas pilih presiden prabowo subianto sandiaga uno ","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
2,"rt tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austria apa itu","Positive"
2,"tum gerindra prabowo subianto tak lama ada di dubai uni emirat arab prabowo langsung tolak ke wina austr ","Positive"
-2,"bohong lagi padahal ke dubai cuma transit terus isi avtur ckck ","Negative"
0,"prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga kata ","Neutral"
2,"bahkan prabowo subianto yang sekarang jabat bagai tinggi partai gerindra adalah sosok yang cara mental diben ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-4,"mana pasang capres dan cawapres prabowo subianto sandiaga uno harus jalan konstitusi karena indikasi ","Negative"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"ia telah inisiatif sejak awal untuk bertemu dengan prabowo subianto ","Neutral"
0," prabowo subianto ","Neutral"
0,"belum terjun ke dunia politik prabowo subianto lebih dahulu kenyang makan didik dan tualang di dunia ","Neutral"
0,"fakta fakta pergi prabowo subianto ke dubai sama wna bpn tanya hal ini ","Neutral"
-4,"rt prabowo subianto kabur kecut dan khianat bangsat cc ","Negative"
-4,"rt tahun kabur ke yordania tahun kabut ke uni emirat arab itu prabowo subianto ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"berita baru hari ini prabowo subianto tolak semua milu dan pilpres wonderdirpilpres ","Neutral"
-4,"mahkaman konstitusi jadi cara akhir prabowo subianto untuk bukti duga curang pilpres yang ditemuk ","Negative"
0,"pada agustus prabowo subianto deklarasi diri bagai calon presiden dan sandiaga uno bagai ","Neutral"
0," cnn indonesia prabowo subianto ke dubai sama sekretariat parlemen rusia milu milu ","Neutral"
0,"fakta fakta berangkat prabowo subianto ke dubai tuju hingga teman orang ","Neutral"
-3,"eggi dan lieus periksa polisi dalam kasus makar dari mulut mereka dua keluar nama prabowo subianto berdasark ","Negative"
9,"tak ada yang berani sangkal rasa cinta tanah air orang prabowo subianto pada negara satu republik indonesi ","Positive"
0,"anggota bpn prabowo subianto sandiaga uno mustofa nahrawardaya tetap bagai sangka oleh pihak polisi ","Neutral"
-1,"rt pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung internal pks","Negative"
0,"beranda pergi pak prabowo kemarin dengan sekretariat parlemen rusia mau bahas hal ini ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
3," maubuatrusuhlagi juru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","Positive"
1,"the losing presidential candidate prabowo subianto who is also the chairman of the largest opposition party gerind ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","Neutral"
0,"ini tuju prabowo pergi ke dubai sama kolega kasubag humas ditjen imigrasi kemenkumham sama fernando mengon ","Neutral"
0,"rt prabowo subianto sandiaga uno minta maka diskualifikasi jokowi dan tetap prabowo bagai presiden atau gelar mi","Neutral"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","Negative"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","Negative"
-4,"prabowo subianto sebut pergi ke dubai uni emirat arab sama empat warga negara asing","Negative"
0,"prabowo subianto tolak ke dubai damping anggota sekretariat parlemen rusia ","Neutral"
0," fakta berangkat prabowo subianto ke dubai teman orang hingga tuju pergi ","Neutral"
0," maubuatrusuhlagi anggota bpn prabowo subianto sandiaga uno mustofa nahrawardaya tetap bagai sangka ole ","Neutral"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","Neutral"
2,"bahkan prabowo subianto yang sekarang jabat bagai tinggi partai gerindra adalah sosok yang cara mental diben ","Positive"
0," kalau sandiaga uno masih bisa ku maaf kalau prabowo subianto tidak bisa ku ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," anti aseng sedang tolak ke negara aseng lagi cari donatur mungkin pergi kelua ","Neutral"
0," breaking rt indonesia loser opposition leader prabowo subianto escapes tapi dubai ini the aftermath of his failed ","Neutral"
3,"prabowo gugat hasil pilpres ke maka usaha enggak ada pengaruh usaha nilai gugat hasil pilpres oleh sih ","Positive"
5,"rt di balik sosok yang rupa purnawirawan tni pak prabowo subianto nyata rupa cinta kucing kucing kesay","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"belum terjun ke dunia politik prabowo subianto lebih dahulu kenyang makan didik dan tualang di dunia ","Neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu","Neutral"
0," pukul wib pesawat charter private jet ambraer lineage noreg hnyc yang bawa pr ","Neutral"
1,"look very gooood kalo pakai pakai seperti ini pak jokowi dodo dan pak prabowo subianto ","Positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","Neutral"
-4,"ngeri ngeri sedap prabowo subianto ke dubai sama sekretariat parlemen rusia kenapa mesti sama orang luar ya ","Negative"
4,"selamat pagi indonesia selamat pagi bpk ir joko widodo dan selamat pagi bpk prabowo subianto kalian adalah putra ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," lndonesiath habisdimakanrrckata amal kondang prabowo subianto riva ","Neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia","Neutral"
0,"rt prabowo subianto ke dubai sama sekretariat parlemen rusia ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-2," sudah mula ada tanda tanda nyata cakap prabowo subianto bahwa nkri akan pecah ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"ada wna amerika jerman ini orang teman capres prabowo subianto ke dubai urus bisnis ","Neutral"
0,"prabowo subianto sakit hingga ke dubai bareng warga as jerman rusia dpp partai gerindra jelas ","Neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
0," tinggal ke polisi ajuk tuntut pararel kami juga ajuk tuntut kasus culik mahasis ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
-6," ada apa cak mul kok tiba tiba bicara sok mau jilat presiden prabowo subianto o","Negative"
0," uler piton penghianat ngebet mau jerumus presiden prabowo subianto prabowojanganketemujokowi","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","Neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","Neutral"
4," allohu akbar banyak baca surah al kahfi khususon buat menang pak prabowo subia ","Positive"
-8," kalah yang mnyakitkn brkali sakit tapi enggak darah itu prabowo subianto wkwkkwkwkwkwwkkk","Negative"
0,"rt maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subianto s","Neutral"
0,"rt maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis yang sampa","Neutral"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","Neutral"
3,"rt maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden prabow","Positive"
3," maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","Positive"
5," maaf bosqu saya larang untuk bertemu jokowi tidak haram tapi belum waktu ","Positive"
0," ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","Neutral"
0,"rt maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subianto s","Neutral"
-3," eggi dan lieus periksa polisi dalam kasus makar dari mulut mereka dua keluar nama prabowo subianto maubuatrusuhlagi","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukumprabowo sub ","Neutral"
-1,"rt pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung internal pks","Negative"
0,"rt prabowo subianto ke dubai sama sekretariat parlemen rusia ","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia budikaryadanjokowigakbecus ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
-4,"rt keppres ini adalah keppres no tentang bantu pinjam kepada pt kiani kertaskeppres ini rugi masyarakat","Negative"
4,"alangkah baik memenjarahkan prabowo subianto dalam upaya ntuk mastik stabilitas negara di masa yang akan datang","Positive"
0,"dengan hati skenario milu langsung di indonesia tokoh tokoh politik yang pengaruh dari waktunkewaktu hanya ","Neutral"
-1,"pks yang dukung prabowo atak bahwa mereka milik truk bukti bukti curang milu hitung interna ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-2,"rt kok ngebet banget sih pak prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke maka mereka ajuk tuntu","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow","Neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia ","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"police have also arrested a politician from the election campaign team of presidential challenger prabowo subianto ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"please stop kait nama prabowo subianto dan sandiaga salahuddin uno pada saat kalian memposting giat demo ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt doi maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno","Neutral"
-4," ini yang bilang anti asing ya wkwkwkwk","Negative"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno","Neutral"
-1,"ketua umum partai demokrat susilo bambang yudhoyono surabaya harap calon presiden nomor urut prabowo subianto se ","Negative"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukum prabowo subi ","Neutral"
0," century dulu di selesa apa beye baru pak prabowo subianto mau ketemu ","Neutral"
3,"simak pesan prabowo subianto untuk para dukung jelang aksi mei wonderdirpilpres ","Positive"
-4,"rt salah otto hasibuan kuasa hukum prabowo sandipengacara senior otto hasibuan ban bahwa diri telah jadi kua","Negative"
3," maubuatrusuhlagijuru bicara partai solidaritas indonesia psi dara nasution minta pasang calon presiden pra ","Positive"
4,"tadi lewat kampung rawa domba terus lihat ada baliho yang tulis selamat atas pilih prabowo subianto dan ","Positive"
0,"rt polda sumut panggil koordinator juru bicara bpn prabowo subianto dan sandiaga uno dahnil anzar simanjuntak kait kasus","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"prabowo subianto ke dubai sama sekretariat parlemen rusia ","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
0,"prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga kata ","Neutral"
0,"","Neutral"
0," maubuatrusuhlagiace hasan syadzily tim kampanye nasional tkn joko widodo sama ruf amin kuasa hukumprabowo sub ","Neutral"
0,"konferensi pers prabowo subianto tolak hasil hitung kpu wonderdirpilpres ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
0,"prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke mahkamah konstitisi maka mereka ajuk t ","Neutral"
0,"prabowo subianto sandiaga salahuddin uno gugat hasil pilpres ke mahkamah konstitisi maka mereka ajuk t ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
-2,"catat saya ada tokoh yang sangat vital dan harus segera bisa ciduk agar bisa redam gejolak negara ini f ","Negative"
-1,"rt calon presiden nomor urut prabowo subianto tolak dari bandara halim perdanakusuma jakarta timur ke dubai uni emirat ar","Negative"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
0,"rt jakarta on alert as protests following election loss of presidential candidate prabowo subianto turn violent ","Neutral"
0,"rt chep memang milik hubung dengan paslon chep pernah sewa kendara kepada prabowo subianto saat kampany","Neutral"
0,"rt bukan sekal saja kelompok ini cuat nama akhir nama ini muncul saat capres prabowo subianto kampanye di cia","Neutral"
0,"fire crackers explode near supporters of presidential candidate prabowo subianto during clashes with the police i ","Neutral"
-4," perintah kepada mohon kpu untuk ketika untuk keluar surat putus tentang tetap h prabow ","Negative"
-2," tetap pasang calon presiden dan calon wakil presiden nomor urut h prabowo subianto dan h sandiaga salah ","Negative"
3," maubuatrusuhlagigerakan people power yang belakang suara kubu dukung prabowo su ","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"surabaya negarawan mohon maaf tuanada curang tuan diam kami para dukung setia prabowo subianto ","Positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
-1,"kubu pasang nomor urut prabowo subianto sandiaga uno mengugat hasil pilpres ke mahkamah konstitusi ","Negative"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0," chep memang milik hubung dengan paslon chep pernah sewa kendara kepada prabowo subianto saa ","Neutral"
0," bukan sekal saja kelompok ini cuat nama akhir nama ini muncul saat capres prabowo subianto kamp ","Neutral"
0,"muhasabah konstitusiprabowo subiantosandiaga salahuddin unoagus yudhoyono stophatingstartloving ","Neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","Neutral"
-1,"sementara prabowo subianto sandiaga uno hanya dapat juta atau persen suara ","Negative"
-2,"moeldoko tutur dasar survei internal tkn mayoritas gawai bumn dan asnmemilih pasang nomor urut ","Negative"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
8," mas ahy jangan mutar instrumen politik yang lagi hangat rakyat sudah cerdas dan makin cerdas mas ","Positive"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu pas","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga uno itu apa","Neutral"
0,"ini daftar nama rombong prabowo subianto saat terbang ke uni emirat arab lewat ","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"kendati demikian yusril yang pernah jadi saksi ahli untuk pasang prabowo subianto hatta rajasa pada lah ","Neutral"
-1," prabowo calon presiden nomor urut prabowo subianto kabar pergi ke dubai uni emirat arab selasa ","Negative"
0,"presiden ke prabowo subiantowapres nya sandiaga uno yang rancam oleh hendropriyono","Neutral"
-2,"rt anak gua bu kok prabowo imbau bukan prabowo subianto ","Negative"
0,"ini kait dengan rencana kubu prabowo subianto sandiaga unomengajukan gugat hasil rekapitulasi kpu ke mahkamah konstitusi ","Neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
3,"rt orang dengan gembira terima kembali ingat orang narapidana yang nama tommy suharto dia kembali dan jadi ke","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"doi maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandia ","Neutral"
0," maubuatrusuhlagikalian harus tau bukti bukti upa taut atau link berita yang serta tim hukum prabowo si ","Neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga un ","Neutral"
-4,"rt ketika rakyat marah dan muak kepada prabowo subianto tagar tangkapprabowo dapat hati rakyat makin cerdas tangk","Negative"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"presiden joko widodo alias jokowimenyayangkan ucap ketua tim kuasa hukum badan menang nasional bpn prabowo ","Positive"
4,"presiden joko widodo alias jokowimenyayangkan ucap ketua tim kuasa hukum badan menang nasional bpn prabowo ","Positive"
0,"rt election unrest at least have died as protests ini indonesia turned violent after thousands took tapi the streets ini sup","Neutral"
0,"loser man ini indonesia prabowo subianto fled his problems from his country tapi dubai prabowo left for dubai using ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
0,"orang bule nih bro di jet pribadi prabowo subianto tolak ke dubai uni emirat arab ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
4,"ketua dpp pdi juang hendrawan supratikno sar kubu prabowo subianto sandiaga uno untuk baik bu ","Positive"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
3,"orang dengan gembira terima kembali ingat orang narapidana yang nama tommy suharto dia kembali dan j ","Positive"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0," subianto prabowo","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
4,"rt politikus partai gerindra riza patria benar info yang sebut ketua umum prabowo subianto pergi ke dubai di uni emi","Positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
